"年份","学校标识码","学校名称","主管部门","所在地","所在省份","办学层次","学校性质","学校类型","备注"
"2017","4251051758.0","成都市职工大学","四川省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4251051886.0","成都广播电视大学","四川省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4252050962.0","贵州铝厂职工大学","贵州省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4252050965.0","贵州机械工业职工大学","贵州省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4252051352.0","贵州广播电视大学","贵州省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4253051357.0","云南开放大学","云南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4253051361.0","南方电力职工大学","云南省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4261050083.0","陕西航天职工大学","陕西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4261050989.0","西安航空职工大学","陕西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4261050990.0","西安飞机工业公司职工工学院","陕西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4261051001.0","陕西兵器工业职工大学","陕西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4261051002.0","西北电业职工大学","陕西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4261051006.0","西安铁路工程职工大学","陕西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4261051009.0","西安电力机械制造公司机电学院","陕西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4261051010.0","陕西省建筑工程总公司职工大学","陕西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4261051017.0","西安市职工大学","陕西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4261051018.0","宝鸡市职工大学","陕西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4261051020.0","西安外贸职工大学","陕西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4261051027.0","陕西省宝鸡教育学院","陕西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4261051370.0","陕西省广播电视大学","陕西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4261051373.0","陕西工运学院","陕西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4261051871.0","西安市广播电视大学","陕西省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4262051038.0","兰州航空工业职工大学","甘肃省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4262051039.0","兰州铁路工程职工大学","甘肃省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4262051040.0","甘肃核工业职工大学","甘肃省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4262051042.0","银光化学材料厂职工大学","甘肃省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4262051374.0","甘肃广播电视大学","甘肃省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4263051049.0","青海省联合职工大学","青海省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4263051382.0","青海省广播电视大学","青海省","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4264051383.0","宁夏回族自治区广播电视大学","宁夏回族自治区","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4265051210.0","新疆生产建设兵团广播电视大学","新疆生产建设兵团","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4265051387.0","新疆维吾尔自治区广播电视大学","新疆维吾尔自治区","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4265051594.0","喀什教育学院","新疆维吾尔自治区","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4265051595.0","新疆生产建设兵团教育学院","新疆生产建设兵团","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4265051599.0","和田地区教育学院","新疆维吾尔自治区","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4265051717.0","阿克苏教育学院","新疆生产建设兵团","未知","未知","成人高等教育","成人高等教育","成人高等学校",""
"2017","4111010001.0","北京大学","教育部","北京市","北京市","本科","本科","普通高等学校",""
"2017","4111010002.0","中国人民大学","教育部","北京市","北京市","本科","本科","普通高等学校",""
"2017","4111010003.0","清华大学","教育部","北京市","北京市","本科","本科","普通高等学校",""
"2017","4111010004.0","北京交通大学","教育部","北京市","北京市","本科","本科","普通高等学校",""
"2017","4111010005.0","北京工业大学","北京市","北京市","北京市","本科","本科","普通高等学校",""
"2017","4111010006.0","北京航空航天大学","工业和信息化部","北京市","北京市","本科","本科","普通高等学校",""
"2017","4111010007.0","北京理工大学","工业和信息化部","北京市","北京市","本科","本科","普通高等学校",""
"2017","4111010008.0","北京科技大学","教育部","北京市","北京市","本科","本科","普通高等学校",""
"2017","4111010009.0","北方工业大学","北京市","北京市","北京市","本科","本科","普通高等学校",""
"2017","4111010010.0","北京化工大学","教育部","北京市","北京市","本科","本科","普通高等学校",""
"2017","4111010011.0","北京工商大学","北京市","北京市","北京市","本科","本科","普通高等学校",""
"2017","4111010012.0","北京服装学院","北京市","北京市","北京市","本科","本科","普通高等学校",""
"2017","4111010013.0","北京邮电大学","教育部","北京市","北京市","本科","本科","普通高等学校",""
"2017","4111010015.0","北京印刷学院","北京市","北京市","北京市","本科","本科","普通高等学校",""
"2017","4111010016.0","北京建筑大学","北京市","北京市","北京市","本科","本科","普通高等学校",""
"2017","4111010017.0","北京石油化工学院","北京市","北京市","北京市","本科","本科","普通高等学校",""
"2017","4111010018.0","北京电子科技学院","中央办公厅","北京市","北京市","本科","本科","普通高等学校",""
"2017","4111010019.0","中国农业大学","教育部","北京市","北京市","本科","本科","普通高等学校",""
"2017","4111010020.0","北京农学院","北京市","北京市","北京市","本科","本科","普通高等学校",""
"2017","4111010022.0","北京林业大学","教育部","北京市","北京市","本科","本科","普通高等学校",""
